# rk methods' comparison!
## Solutions with Parameters: t0 = 0.000000, t1 = 5.000000, dt = 0.062500, y0 = 1.000000
                rk12	                rk23	                rk34	                rk45	      exact solution	              time12	              time23	              time34	              time45	                time	
                   0	                   0	                   0	           0.0335965	                   0	                   5	                   5	                   5	             4.24167	                   5	
                   0	                   0	                   0	           0.0332236	                   0	                   5	                   5	                   5	             4.25562	                   5	
                   0	                   0	                   0	           0.0328548	                   0	                   5	                   5	                   5	             4.26957	                   5	
                   0	                   0	                   0	           0.0324901	                   0	                   5	                   5	                   5	             4.28352	                   5	
                   0	                   0	                   0	           0.0321295	                   0	                   5	                   5	                   5	             4.29748	                   5	
                   0	                   0	                   0	           0.0317728	                   0	                   5	                   5	                   5	             4.31143	                   5	
                   0	                   0	                   0	           0.0314201	                   0	                   5	                   5	                   5	             4.32538	                   5	
                   0	                   0	                   0	           0.0310714	                   0	                   5	                   5	                   5	             4.33934	                   5	
                   0	                   0	                   0	           0.0307265	                   0	                   5	                   5	                   5	             4.35329	                   5	
                   0	                   0	                   0	           0.0303854	                   0	                   5	                   5	                   5	             4.36724	                   5	
                   0	                   0	                   0	           0.0300481	                   0	                   5	                   5	                   5	             4.38119	                   5	
                   0	                   0	                   0	           0.0297146	                   0	                   5	                   5	                   5	             4.39515	                   5	
                   0	                   0	                   0	           0.0293847	                   0	                   5	                   5	                   5	              4.4091	                   5	
                   0	                   0	                   0	           0.0290585	                   0	                   5	                   5	                   5	             4.42305	                   5	
                   0	                   0	                   0	            0.028736	                   0	                   5	                   5	                   5	             4.43701	                   5	
                   0	                   0	                   0	            0.028417	                   0	                   5	                   5	                   5	             4.45096	                   5	
                   0	                   0	                   0	           0.0281016	                   0	                   5	                   5	                   5	             4.46491	                   5	
                   0	                   0	                   0	           0.0277896	                   0	                   5	                   5	                   5	             4.47886	                   5	
                   0	                   0	                   0	           0.0274812	                   0	                   5	                   5	                   5	             4.49282	                   5	
                   0	                   0	                   0	           0.0271761	                   0	                   5	                   5	                   5	             4.50677	                   5	
                   0	                   0	                   0	           0.0268745	                   0	                   5	                   5	                   5	             4.52072	                   5	
                   0	                   0	                   0	           0.0265762	                   0	                   5	                   5	                   5	             4.53468	                   5	
                   0	                   0	                   0	           0.0262812	                   0	                   5	                   5	                   5	             4.54863	                   5	
                   0	                   0	                   0	           0.0259894	                   0	                   5	                   5	                   5	             4.56258	                   5	
                   0	                   0	                   0	           0.0257009	                   0	                   5	                   5	                   5	             4.57653	                   5	
                   0	                   0	                   0	           0.0254157	                   0	                   5	                   5	                   5	             4.59049	                   5	
                   0	                   0	                   0	           0.0251335	                   0	                   5	                   5	                   5	             4.60444	                   5	
                   0	                   0	                   0	           0.0248545	                   0	                   5	                   5	                   5	             4.61839	                   5	
                   0	                   0	                   0	           0.0245787	                   0	                   5	                   5	                   5	             4.63235	                   5	
                   0	                   0	                   0	           0.0243058	                   0	                   5	                   5	                   5	              4.6463	                   5	
                   0	                   0	                   0	            0.024036	                   0	                   5	                   5	                   5	             4.66025	                   5	
                   0	                   0	                   0	           0.0237692	                   0	                   5	                   5	                   5	              4.6742	                   5	
                   0	                   0	                   0	           0.0235054	                   0	                   5	                   5	                   5	             4.68816	                   5	
                   0	                   0	                   0	           0.0232445	                   0	                   5	                   5	                   5	             4.70211	                   5	
                   0	                   0	                   0	           0.0229864	                   0	                   5	                   5	                   5	             4.71606	                   5	
                   0	                   0	                   0	           0.0227313	                   0	                   5	                   5	                   5	             4.73002	                   5	
                   0	                   0	                   0	            0.022479	                   0	                   5	                   5	                   5	             4.74397	                   5	
                   0	                   0	                   0	           0.0222294	                   0	                   5	                   5	                   5	             4.75792	                   5	
                   0	                   0	                   0	           0.0219827	                   0	                   5	                   5	                   5	             4.77187	                   5	
                   0	                   0	                   0	           0.0217387	                   0	                   5	                   5	                   5	             4.78583	                   5	
                   0	                   0	                   0	           0.0214974	                   0	                   5	                   5	                   5	             4.79978	                   5	
                   0	                   0	                   0	           0.0212588	                   0	                   5	                   5	                   5	             4.81373	                   5	
                   0	                   0	                   0	           0.0210228	                   0	                   5	                   5	                   5	             4.82769	                   5	
                   0	                   0	                   0	           0.0207894	                   0	                   5	                   5	                   5	             4.84164	                   5	
                   0	                   0	                   0	           0.0205587	                   0	                   5	                   5	                   5	             4.85559	                   5	
                   0	                   0	                   0	           0.0203304	                   0	                   5	                   5	                   5	             4.86954	                   5	
                   0	                   0	                   0	           0.0201048	                   0	                   5	                   5	                   5	              4.8835	                   5	
                   0	                   0	                   0	           0.0198816	                   0	                   5	                   5	                   5	             4.89745	                   5	
                   0	                   0	                   0	           0.0196609	                   0	                   5	                   5	                   5	              4.9114	                   5	
                   0	                   0	                   0	           0.0194427	                   0	                   5	                   5	                   5	             4.92536	                   5	
                   0	                   0	                   0	           0.0192269	                   0	                   5	                   5	                   5	             4.93931	                   5	
                   0	                   0	                   0	           0.0190134	                   0	                   5	                   5	                   5	             4.95326	                   5	
                   0	                   0	                   0	           0.0188024	                   0	                   5	                   5	                   5	             4.96721	                   5	
                   0	                   0	                   0	           0.0185937	                   0	                   5	                   5	                   5	             4.98117	                   5	
                   0	                   0	                   0	           0.0183873	                   0	                   5	                   5	                   5	             4.99512	                   5	
                   0	                   0	                   0	           0.0181832	                   0	                   5	                   5	                   5	             5.00907	                   5	
All set!
